title,price,description,image_link
Lexus GX,$ 21 000,"2003 г., 4.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 250 000 км",https://im.mashina.kg/tachka/images//f/5/6/f561b6a1e48b1ab160313f145f688abe_240x180.jpg
Volkswagen Golf,$ 3 530,"1997 г., 1.6 л., механика, универсал, бензин, руль слева",https://im.mashina.kg/tachka/images//9/f/a/9fa5b8ff3503874b117e276a55053f0c_240x180.jpg
BMW 3 Серия,$ 4 260,"1998 г., 1.9 л., механика, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//1/a/c/1acc7e5219487a7b1c08e6b1de1d1c99_240x180.jpg
BMW 5 Серия,$ 3 353,"1997 г., 2.5 л., механика, седан, бензин, руль слева, 300 000 км",https://im.mashina.kg/tachka/images//1/7/f/17f704208220317ddebfce5e1691429c_240x180.jpg
Mercedes-Benz E-класс,$ 9 500,"2006 г., 3.5 л., автомат, седан, бензин, руль слева, 208 884 км",https://im.mashina.kg/tachka/images//e/0/a/e0aecfaf62ffb73e492f948f3dddf16e_240x180.jpg
Daewoo Matiz,$ 2 395,"2005 г., 0.8 л., механика, хэтчбек 5 дв., бензин, руль слева, 203 000 км",https://im.mashina.kg/tachka/images//0/1/3/013d581b81001773b092d9a75ecb9f1a_240x180.jpg
Subaru Legacy Lancaster,$ 4 800,"2001 г., 2.5 л., автомат, универсал, бензин, руль справа, 225 000 км",https://im.mashina.kg/tachka/images//2/7/5/275e059983e95b68114a2dec144197ba_240x180.jpg
FAW Vita,$ 2 435,"2007 г., 1.3 л., механика, хэтчбек 5 дв., бензин, руль слева, 153 000 км",https://im.mashina.kg/tachka/images//2/9/a/29aa3bd101ff49f0a4d441248b0621c6_240x180.jpg
Honda Accord,$ 3 652,"2000 г., 1.8 л., автомат, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//1/7/f/17f704208220317ddebfce5e1691429c_240x180.jpg
ВАЗ (Lada) 2107,$ 2 069,"2008 г., 1.6 л., механика, седан, бензин, руль слева, 52 000 км",https://im.mashina.kg/tachka/images//7/7/c/77cbd08cc5d10e1ace3571aa408cb66a_240x180.jpg
Infiniti QX,$ 9 600,"2005 г., 5.6 л., автомат, внедорожник 5 дв., бензин, руль слева",https://im.mashina.kg/tachka/images//d/5/b/d5bc28fb1e281f916316e4a2d2bb7168_240x180.jpg
Mazda 626,$ 2 156,"1995 г., 1.8 л., механика, хэтчбек 5 дв., бензин, руль слева, 285 614 км",https://im.mashina.kg/tachka/images//1/7/f/17f704208220317ddebfce5e1691429c_240x180.jpg
Toyota Alphard,$ 13 500,"2007 г., 3 л., автомат, минивэн, бензин, руль справа, 115 000 км",https://im.mashina.kg/tachka/images//e/3/9/e39d08add9883f068741c0df5bc53419_240x180.jpg
Daewoo Nexia,$ 1 826,"2012 г., 1.5 л., механика, седан, бензин, руль слева, 200 000 км",https://im.mashina.kg/tachka/images//c/d/c/cdc3fe81e2792ad41ad1b301154abda6_240x180.jpg
Subaru Impreza,$ 6 200,"2003 г., 1.5 л., автомат, универсал, бензин, руль справа, 220 000 км",https://im.mashina.kg/tachka/images//d/4/b/d4b20aa8a2b2afd5bd5b356237b4064e_240x180.jpg
Volkswagen Passat,$ 5 300,"2004 г., 1.6 л., механика, универсал, бензин, руль слева, 240 900 км",https://im.mashina.kg/tachka/images//9/5/1/951d6c6d4b1e8fe650a9645c5ccc0b1d_240x180.jpg
BMW 5 Серия,$ 3 652,"1993 г., 2 л., механика, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//d/0/e/d0e74bd8cbcdd4345bf85728ee51bfc5_240x180.jpg
Daewoo Tico,$ 1 035,"1997 г., 0.8 л., механика, хэтчбек 5 дв., бензин, руль слева",https://im.mashina.kg/tachka/images//1/7/f/17f704208220317ddebfce5e1691429c_240x180.jpg
Daewoo Matiz,$ 3 043,"2005 г., 0.8 л., механика, хэтчбек 5 дв., бензин, руль слева, 196 837 км",https://im.mashina.kg/tachka/images//5/5/2/5522bf7cbf0a3fdf8b51f2982cec74bd_240x180.jpg
Daewoo Nexia,$ 1 948,"1996 г., 1.5 л., механика, седан, бензин, руль слева, 222 222 км",https://im.mashina.kg/tachka/images//4/2/6/426fb435b555d2a953d06b37aa05f30a_240x180.jpg
Volkswagen Passat,$ 2 069,"1994 г., 2 л., механика, универсал, бензин, руль слева, 100 000 км",https://im.mashina.kg/tachka/images//e/3/8/e3886a5a6e059b4d8152b22b10ac8078_240x180.jpg
Subaru Legacy Lancaster,$ 3 287,"1999 г., 2.5 л., механика, универсал, бензин, руль справа",https://im.mashina.kg/tachka/images//d/6/2/d62f8686285ee7a7755582b0a421c330_240x180.jpg
Audi 100,$ 1 826,"1991 г., 2.3 л., механика, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//b/a/3/ba36188864c959f07cbe8c5df2c773d9_240x180.jpg
Audi 100,$ 3 530,"1991 г., 2.3 л., механика, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//e/4/b/e4b7b30c6b0864b427c3bdb915ade339_240x180.jpg
Jaguar XJ,$ 12 173,"2000 г., 3.2 л., автомат, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//a/4/a/a4a753d6e97c13c1f2c424dbaf7f6677_240x180.jpg
Mercedes-Benz E-класс,$ 13 500,"2008 г., 3.5 л., автомат, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//d/3/d/d3debc1f1b35141bf1ba0636314705cb_240x180.jpg
Volkswagen Passat,$ 1 522,"1988 г., 1.8 л., механика, универсал, бензин, руль слева",https://im.mashina.kg/tachka/images//1/9/7/197657a086d84aadb32bc80febba1b4b_240x180.jpg
ВАЗ (Lada) 2106,$ 2 435,"2002 г., 1.6 л., механика, седан, бензин, руль слева, 78 900 км",https://im.mashina.kg/tachka/images//9/3/7/937ff91b57e90fdeed691285ba558f13_240x180.jpg
Toyota Avensis,$ 5 800,"2001 г., 1.8 л., автомат, седан, бензин, руль справа",https://im.mashina.kg/tachka/images//d/7/6/d767e432e92baff85189cfcf11cdab35_240x180.jpg
Daewoo Nexia,$ 3 413,"2012 г., 1.5 л., механика, седан, бензин, руль слева, 158 000 км",https://im.mashina.kg/tachka/images//1/7/f/17f704208220317ddebfce5e1691429c_240x180.jpg
Subaru Tribeca,$ 8 500,"2005 г., 3 л., автомат, внедорожник 5 дв., бензин, руль слева, 188 000 км",https://im.mashina.kg/tachka/images//2/f/f/2fffac18bbc45f4f6b491180888c0d01_240x180.jpg
Honda Jazz,$ 9 700,"2011 г., 1.5 л., вариатор, хэтчбек 5 дв., бензин, руль слева",https://im.mashina.kg/tachka/images//e/5/2/e52baf1984af0c9bf8c6ca360d575a0c_240x180.jpg
Subaru Outback,$ 17 000,"2016 г., 2.5 л., вариатор, универсал, бензин, руль слева, 144 000 км",https://im.mashina.kg/tachka/images//3/4/f/34f1e3ef0190845f7da9722ba5e29c00_240x180.jpg
Daewoo Nexia,$ 4 017,"2010 г., 1.6 л., механика, седан, бензин, руль слева, 121 000 км",https://im.mashina.kg/tachka/images//8/d/9/8d9e834b038a40844a93da8e48941258_240x180.jpg
Isuzu Bighorn,$ 6 000,"1995 г., 3.2 л., автомат, внедорожник 5 дв., бензин, руль справа, 195 000 км",https://im.mashina.kg/tachka/images//d/a/b/dabdfe1df71763fe46a657edaeb74be6_240x180.jpg
Tesla Model S,$ 68 500,"2017 г., автомат, лифтбек, электро, руль слева, 112 000 км",https://im.mashina.kg/tachka/images//6/d/0/6d0e98a8b0e78f37a8709823d20287e1_240x180.jpg
Infiniti QX80,$ 46 500,"2014 г., 5.6 л., автомат, внедорожник 5 дв., бензин, руль слева, 150 000 км",https://im.mashina.kg/tachka/images//1/d/2/1d2f5f509ed6a9ba6bd0dd42b3111edb_240x180.jpg
Volkswagen Passat,$ 3 165,"1991 г., 2 л., механика, универсал, бензин, руль слева, 255 000 км",https://im.mashina.kg/tachka/images//9/f/a/9faedf5cff83bd3335368a564908d7e6_240x180.jpg
Subaru Legacy Lancaster,$ 5 500,"2000 г., 3 л., автомат, универсал, бензин, руль справа, 367 000 км",https://im.mashina.kg/tachka/images//1/7/f/17f704208220317ddebfce5e1691429c_240x180.jpg
Daewoo Matiz,$ 3 652,"2004 г., 0.8 л., автомат, хэтчбек 5 дв., бензин, руль слева",https://im.mashina.kg/tachka/images//d/e/0/de05435b82e7c9f23bd1d9a5267ad467_240x180.jpg
Toyota Camry,$ 17 000,"2015 г., 2.5 л., вариатор, седан, гибрид, руль слева, 192 000 км",https://im.mashina.kg/tachka/images//3/2/e/32e52fe1155a1277d1964c5f27c45893_240x180.jpg
Daewoo Nexia,$ 2 788,"2008 г., 1.5 л., механика, седан, бензин, руль слева, 211 000 км",https://im.mashina.kg/tachka/images//c/1/8/c18e4b00113bd2cdfd59fd5399efdf34_240x180.jpg
Mercedes-Benz E-класс,$ 4 869,"1998 г., 2 л., механика, седан, бензин, руль слева, 350 000 км",https://im.mashina.kg/tachka/images//b/7/0/b70c0809b73753f34bf2db5d5082138b_240x180.jpg
Toyota Corolla,$ 6 695,"2004 г., 1.6 л., механика, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//b/7/5/b75c6550487b2b3d736e0a5b0bb958db_240x180.jpg
Honda Fit,$ 7 912,"2003 г., 1.5 л., автомат, хэтчбек 5 дв., бензин, руль справа, 237 355 км",https://im.mashina.kg/tachka/images//8/7/9/8797b4c157acce8ff830cff3dbcaec43_240x180.jpg
Lexus GS,$ 14 000,"2010 г., 3.5 л., автомат, седан, бензин, руль слева, 180 000 км",https://im.mashina.kg/tachka/images//3/5/2/352c58111d4a53661e19931ce87e355a_240x180.jpg
Chevrolet Spark,$ 4 260,"2007 г., 0.8 л., механика, хэтчбек 5 дв., бензин, руль слева, 30 000 км",https://im.mashina.kg/tachka/images//4/f/8/4f8581168c03aa3bf7154b7b12eb4efd_240x180.jpg
Mercedes-Benz E-класс,$ 11 000,"2008 г., 2.1 л., автомат, универсал, дизель, руль слева, 365 000 км",https://im.mashina.kg/tachka/images//9/1/b/91be39d36359816995f964dced193f78_240x180.jpg
Mercedes-Benz M-класс,$ 11 500,"2005 г., 3.5 л., автомат, внедорожник 5 дв., бензин, руль слева, 287 995 км",https://im.mashina.kg/tachka/images//3/c/8/3c8fc20e1d182168a53dfcc9f6dd700b_240x180.jpg
Volkswagen Passat,$ 3 165,"1993 г., 2 л., механика, универсал, бензин, руль слева",https://im.mashina.kg/tachka/images//9/2/d/92d3aa5ea6ef62267351c2b3be441fe4_240x180.jpg
Kia Carnival,$ 17 500,"2019 г., 2.2 л., автомат, минивэн, дизель, руль слева, 85 548 км",https://im.mashina.kg/tachka/images//d/2/a/d2a1e3fa942a079ff0adda8a666801de_240x180.jpg
Ford Contour,$ 3 287,"1999 г., 2.5 л., механика, седан, бензин, руль слева, 277 569 км",https://im.mashina.kg/tachka/images//0/8/6/086e3f07e2a9e253df1f32d09057e3ae_240x180.jpg
ВАЗ (Lada) Priora,$ 2 191,"2009 г., 1.6 л., механика, седан, бензин, руль слева, 200 000 км",https://im.mashina.kg/tachka/images//c/4/6/c464cf7cb6635b558197a3600fa19bb3_240x180.jpg
Toyota Corolla Verso,$ 7 000,"2003 г., 1.8 л., механика, компактвэн, бензин, руль слева",https://im.mashina.kg/tachka/images//0/8/8/088c9ae6732bfd39b5199b8173c34ebc_240x180.jpg
Subaru Forester,$ 4 200,"1998 г., 2 л., автомат, универсал, бензин, руль справа",https://im.mashina.kg/tachka/images//2/f/3/2f32a8fc16a9ff689774c4f70ed6dc05_240x180.jpg
Daewoo Matiz,$ 2 678,"2006 г., 0.8 л., механика, хэтчбек 5 дв., бензин, руль слева, 241 000 км",https://im.mashina.kg/tachka/images//3/2/2/3222193d230b6eb53cd486cf0e1ce3e2_240x180.jpg
Volkswagen Vento,$ 3 469,"1992 г., 1.8 л., механика, седан, бензин, руль слева, 110 000 км",https://im.mashina.kg/tachka/images//0/6/1/061ae1d0ea78493840927469b7e85aa3_240x180.jpg
Chevrolet Matiz,$ 3 834,"2006 г., 0.8 л., механика, хэтчбек 5 дв., бензин, руль слева, 220 000 км",https://im.mashina.kg/tachka/images//6/8/7/68750d792b74ad8ecb0ac34a29a7b647_240x180.jpg
Mercedes-Benz E-класс,$ 7 000,"1995 г., 2.2 л., автомат, седан, бензин, руль слева, 220 000 км",https://im.mashina.kg/tachka/images//9/8/5/9853e5a738a32222912754bb7c023a8b_240x180.jpg
Mercedes-Benz E-класс,$ 6 208,"2002 г., 2.6 л., механика, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//0/7/d/07d80ae595e000d5ce201acb8210caae_240x180.jpg
Mitsubishi Chariot,$ 3 652,"1998 г., 2.4 л., автомат, компактвэн, бензин, руль слева",https://im.mashina.kg/tachka/images//f/e/3/fe376a50b31fe887cb6971d25d9492f4_240x180.jpg
Nissan Murano,$ 7 500,"2004 г., 3.5 л., вариатор, внедорожник 5 дв., бензин, руль слева",https://im.mashina.kg/tachka/images//a/a/e/aae7a62bc94d72d31911fd4efe0d80d6_240x180.jpg
Audi 80,$ 3 043,"1992 г., 2 л., механика, седан, бензин, руль слева, 350 000 км",https://im.mashina.kg/tachka/images//b/e/c/bec4f56eab20a0de9d2f085294dfd914_240x180.jpg
Subaru Tribeca,$ 11 300,"2008 г., 3.6 л., автомат, внедорожник 5 дв., бензин, руль слева, 160 000 км",https://im.mashina.kg/tachka/images//e/1/3/e134463198a6e8c76f81d0d66273d88f_240x180.jpg
Toyota Avensis Verso,$ 9 738,"2003 г., 2 л., механика, компактвэн, бензин, руль слева, 496 511 км",https://im.mashina.kg/tachka/images//0/a/0/0a0341ecc26b101bfe6580332b71be70_240x180.jpg
Hyundai Getz,$ 4 747,"2004 г., 1.4 л., механика, хэтчбек 5 дв., бензин, руль слева, 193 000 км",https://im.mashina.kg/tachka/images//1/6/7/1678407fb032048b2708d94b4acaa457_240x180.jpg
Mercedes-Benz C-класс,$ 5 478,"2000 г., 1.8 л., механика, универсал, бензин, руль слева, 200 000 км",https://im.mashina.kg/tachka/images//8/4/b/84bbdd8bef5ef6816b98d1c8a3f98e3f_240x180.jpg
Toyota Sequoia,$ 29 800,"2009 г., 5.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 173 705 км",https://im.mashina.kg/tachka/images//e/d/5/ed5c33f679123b024e46a792b9912e06_240x180.jpg
Mercedes-Benz W124,$ 3 043,"1987 г., 3 л., механика, седан, дизель, руль слева",https://im.mashina.kg/tachka/images//6/7/7/677659801ed5ba6f7ac809c6b3e1346a_240x180.jpg
Toyota 4Runner,$ 38 000,"2016 г., 4 л., автомат, внедорожник 5 дв., бензин, руль слева, 45 000 км",https://im.mashina.kg/tachka/images//2/2/c/22c99c733e21504c4f20fb604a1c5e94_240x180.jpg
Toyota Camry,$ 32 000,"2019 г., 2.5 л., автомат, седан, бензин, руль слева, 160 км",https://im.mashina.kg/tachka/images//8/8/1/8818e69ed87c5db8502301dae8f690fb_240x180.jpg
Nissan Terrano,$ 3 895,"1997 г., 2.7 л., механика, внедорожник 5 дв., дизель, руль слева",https://im.mashina.kg/tachka/images//7/6/7/767657cb145d05d141756c571cb44e8e_240x180.jpg
BMW 5 Серия,$ 7 500,"2002 г., 2.5 л., автомат, седан, дизель, руль слева",https://im.mashina.kg/tachka/images//f/4/c/f4c021ef2750d24e3c77961f843626af_240x180.jpg
Toyota Camry,$ 9 600,"2005 г., 2.4 л., автомат, седан, бензин, руль слева, 196 000 км",https://im.mashina.kg/tachka/images//4/f/0/4f0c65bd68cfe230e896af0b6b490721_240x180.jpg
Daewoo Matiz,$ 1 522,"1998 г., 0.8 л., механика, хэтчбек 5 дв., бензин, руль слева",https://im.mashina.kg/tachka/images//a/d/a/ada25deb39f523693b99e975573b3c3f_240x180.jpg
Toyota Ist,$ 7 500,"2004 г., 1.3 л., автомат, хэтчбек 5 дв., бензин, руль справа",https://im.mashina.kg/tachka/images//b/8/3/b83d9595c22f22576cddfcd904820922_240x180.jpg
Hyundai Getz,$ 5 478,"2007 г., 1.4 л., механика, хэтчбек 5 дв., бензин, руль слева, 239 000 км",https://im.mashina.kg/tachka/images//e/4/d/e4dde65422154cc586a18a115ca55ef3_240x180.jpg
Honda Fit,$ 6 549,"2008 г., 1.3 л., автомат, хэтчбек 5 дв., бензин, руль справа, 160 000 км",https://im.mashina.kg/tachka/images//6/b/3/6b30fa2460e899dc71ad75eb2cf021bc_240x180.jpg
Honda Fit,$ 4 394,"2001 г., 1.3 л., вариатор, хэтчбек 5 дв., бензин, руль справа, 202 000 км",https://im.mashina.kg/tachka/images//f/5/c/f5cef815deb01fcd281b10b2ce9a14ae_240x180.jpg
Hyundai Sonata,$ 17 000,"2017 г., 2.4 л., автомат, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//2/8/c/28c51f9af9668d820d8d14388cda4b04_240x180.jpg
Daewoo Matiz,$ 3 165,"2004 г., 0.8 л., автомат, хэтчбек 5 дв., бензин, руль слева",https://im.mashina.kg/tachka/images//b/7/3/b73c4ecce5684700041c2f7c2493e8c9_240x180.jpg
Mercedes-Benz W124,$ 4 600,"1993 г., 2 л., автомат, седан, бензин, руль слева, 330 000 км",https://im.mashina.kg/tachka/images//b/c/c/bcca3546797a6e93870dc17483c36e2c_240x180.jpg
Lexus LX,$ 90 000,"2015 г., 5.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 103 000 км",https://im.mashina.kg/tachka/images//6/8/1/681f5e1c6da23f0a2517208cdd044349_240x180.jpg
Toyota 4Runner,$ 24 500,"2008 г., 4.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 214 500 км",https://im.mashina.kg/tachka/images//f/5/c/f5cfbee7ebda4ff5de0ce63e1155e27c_240x180.jpg
ВАЗ (Lada) 2115,$ 1 217,"2003 г., 1.5 л., механика, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//6/a/3/6a3a0169d6d0e9714a0f21e3ca9a5e9b_240x180.jpg
ВАЗ (Lada) 2107,$ 2 000,"2005 г., 1.6 л., механика, седан, бензин, руль слева, 20 000 км",https://im.mashina.kg/tachka/images//6/e/0/6e0f77247c1eca4c93df07f2cfa35455_240x180.jpg
Toyota RAV4,$ 15 200,"2012 г., 2.5 л., автомат, внедорожник 5 дв., бензин, руль слева",https://im.mashina.kg/tachka/images//6/3/9/6399e8edc98594e689cc9a60fb48fb13_240x180.jpg
BYD E5,$ 13 000,"2018 г., автомат, седан, электро, руль слева, 81 500 км",https://im.mashina.kg/tachka/images//5/5/d/55d605ae09753c5f6a78298da5531be4_240x180.jpg
Porsche Macan,$ 36 500,"2015 г., 3.6 л., автомат, внедорожник 5 дв., бензин, руль слева",https://im.mashina.kg/tachka/images//a/8/4/a8403db7c972ae2fc61c9e8155420fde_240x180.jpg
Mercedes-Benz W124,$ 4 260,"1992 г., 2 л., механика, седан, бензин, руль слева, 299 000 км",https://im.mashina.kg/tachka/images//6/a/3/6a3b586b3226ac65b1a00c754fb5895a_240x180.jpg
Daewoo Matiz,$ 2 313,"2008 г., 0.8 л., механика, хэтчбек 5 дв., бензин, руль слева, 188 029 км",https://im.mashina.kg/tachka/images//a/3/0/a30bc37dc0134805a3e7a9105f18c617_240x180.jpg
Volkswagen Golf,$ 2 435,"1994 г., 1.6 л., механика, хэтчбек 5 дв., бензин, руль слева, 230 000 км",https://im.mashina.kg/tachka/images//c/f/e/cfe61daaba529a4ef2a8f284a3429f70_240x180.jpg
Honda Accord,$ 4 260,"2000 г., 1.8 л., автомат, седан, бензин, руль справа, 199 366 км",https://im.mashina.kg/tachka/images//1/7/f/17f704208220317ddebfce5e1691429c_240x180.jpg
BMW 5 Серия,$ 14 500,"2008 г., 3 л., автомат, седан, бензин, руль слева, 180 000 км",https://im.mashina.kg/tachka/images//7/3/e/73e0473b035d5373f4c93d5647e5683f_240x180.jpg
Mercedes-Benz E-класс,$ 5 113,"1994 г., 2.8 л., механика, седан, бензин, руль слева, 351 000 км",https://im.mashina.kg/tachka/images//6/8/7/68703f8c7a2548f638ef6cd38faee75c_240x180.jpg
Daewoo Matiz,$ 4 991,"2008 г., 0.8 л., автомат, хэтчбек 5 дв., бензин, руль слева, 165 600 км",https://im.mashina.kg/tachka/images//1/d/2/1d23bab0d5f176ceda885435e5316be0_240x180.jpg
Lexus LX,$ 34 500,"2010 г., 5.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 133 000 км",https://im.mashina.kg/tachka/images//0/5/d/05d9cf4e6f1b8b3a3e945356537519d3_240x180.jpg
Volkswagen Passat,$ 1 826,"1992 г., 1.8 л., механика, универсал, бензин, руль слева",https://im.mashina.kg/tachka/images//a/a/0/aa0e82bcd7c986c649b4e9f1aeaec31b_240x180.jpg
Mazda 626,$ 1 643,"1991 г., 2 л., механика, седан, бензин, руль слева, 424 200 км",https://im.mashina.kg/tachka/images//4/d/d/4dd536c1325993ba588e64a006479ee2_240x180.jpg
Toyota Camry,$ 16 300,"2015 г., 2.5 л., автомат, седан, бензин, руль слева, 135 185 км",https://im.mashina.kg/tachka/images//d/5/d/d5da33ba39b9e959cf3a5d104d0fc748_240x180.jpg
Audi A6,$ 4 000,"2003 г., 2.5 л., механика, универсал, дизель, руль слева, 421 469 км",https://im.mashina.kg/tachka/images//d/4/a/d4a8249577e6f788779bc5671721fd42_240x180.jpg
Audi 80,$ 2 500,"1986 г., 1.8 л., механика, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//e/b/9/eb9ba0e0d74753c0c9152e26cafb713e_240x180.jpg
Mercedes-Benz GL-класс,$ 32 000,"2012 г., 4.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 147 000 км",https://im.mashina.kg/tachka/images//3/1/7/31798d21c0c7bf86002e004f830e25b0_240x180.jpg
ВАЗ (Lada) 2107,$ 2 757,"2011 г., 1.6 л., механика, седан, бензин, руль слева, 80 000 км",https://im.mashina.kg/tachka/images//6/8/a/68a3c7c501afcf640e4ff768cf6fc7ab_240x180.jpg
Daewoo Nexia,$ 1 825,"2006 г., 1.5 л., механика, седан, бензин, руль слева, 29 999 км",https://im.mashina.kg/tachka/images//0/6/f/06fc77ed4a7a2257279b3f32656e83ab_240x180.jpg
Opel Vectra,$ 3 043,"2001 г., 1.6 л., механика, седан, бензин, руль слева, 250 000 км",https://im.mashina.kg/tachka/images//0/a/6/0a660f76987bc18088e4c1054c011ce1_240x180.jpg
Hyundai Grandeur,$ 14 500,"2014 г., автомат, седан, газ, руль слева, 190 000 км",https://im.mashina.kg/tachka/images//9/c/b/9cb0414fb56ae698c00f5d01924298c0_240x180.jpg
Volkswagen Golf,$ 3 895,"1989 г., 1.6 л., автомат, хэтчбек 5 дв., бензин, руль слева, 255 000 км",https://im.mashina.kg/tachka/images//1/9/5/195f433237366e67b87f50d0bfb9422d_240x180.jpg
Volkswagen Passat,$ 2 800,"1988 г., 1.8 л., механика, седан, бензин, руль слева, 321 856 км",https://im.mashina.kg/tachka/images//e/2/8/e28476a019e0144bf58df7e0af87e829_240x180.jpg
Mercedes-Benz E-класс,$ 5 173,"2000 г., 2.4 л., механика, седан, бензин, руль слева, 339 000 км",https://im.mashina.kg/tachka/images//0/b/6/0b682de08efe1efa54cca481bb24c50e_240x180.jpg
Hyundai Tucson,$ 16 000,"2015 г., 2 л., механика, внедорожник 5 дв., дизель, руль слева, 120 000 км",https://im.mashina.kg/tachka/images//6/8/a/68ac26a9111a6976961c863c30104bb0_240x180.jpg
Toyota Corolla,$ 4 800,"2000 г., 1.6 л., автомат, универсал, бензин, руль слева, 244 493 км",https://im.mashina.kg/tachka/images//7/4/b/74badd1bc0b8dfb2476885b63fd790d3_240x180.jpg
Mercedes-Benz E-класс,$ 5 500,"1996 г., 3.2 л., автомат, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//8/4/2/8429ca63c554867a67e000da4a27fd49_240x180.jpg
Daewoo Kalos,$ 3 104,"2003 г., 1.2 л., механика, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//1/d/7/1d7cde5faf9d7e846d32ff3529afeef6_240x180.jpg
Hyundai Sonata,$ 10 000,"2012 г., 2.4 л., автомат, седан, бензин, руль слева, 150 000 км",https://im.mashina.kg/tachka/images//3/7/d/37d5381f32df65cae930fa41a6ad50f6_240x180.jpg
Skoda Rapid,$ 11 000,"2019 г., 1.6 л., автомат, лифтбек, бензин, руль слева, 200 000 км",https://im.mashina.kg/tachka/images//1/7/f/17f704208220317ddebfce5e1691429c_240x180.jpg
Daewoo Matiz,$ 2 435,"2004 г., 0.8 л., механика, хэтчбек 5 дв., бензин, руль слева",https://im.mashina.kg/tachka/images//2/3/9/239083e6a0735600cb7b9d18009e0e35_240x180.jpg
Lexus RX,$ 41 000,"2016 г., 2 л., автомат, внедорожник 5 дв., бензин, руль слева",https://im.mashina.kg/tachka/images//1/7/f/17f704208220317ddebfce5e1691429c_240x180.jpg
Mercedes-Benz C-класс,$ 3 287,"1994 г., 1.8 л., автомат, седан, бензин, руль слева, 335 003 км",https://im.mashina.kg/tachka/images//0/9/0/090fe51cd829fd8b1920d88f3ba353f0_240x180.jpg
Toyota Alphard,$ 11 000,"2008 г., 2.4 л., вариатор, минивэн, гибрид, руль слева, 237 358 км",https://im.mashina.kg/tachka/images//3/b/0/3b029046bf2b82dbf2e72a5b87cf2fa7_240x180.jpg
Mercedes-Benz E-класс,$ 10 300,"2003 г., 3.2 л., автомат, седан, бензин, руль слева, 159 000 км",https://im.mashina.kg/tachka/images//1/7/f/17f704208220317ddebfce5e1691429c_240x180.jpg
Mazda 626,$ 730,"1985 г., 2 л., механика, хэтчбек 5 дв., бензин, руль слева, 323 549 км",https://im.mashina.kg/tachka/images//e/1/d/e1ded06449dc38f1191d83551a0572e5_240x180.jpg
Hyundai Elantra,$ 11 500,"2015 г., 2 л., автомат, купе, бензин, руль слева, 80 000 км",https://im.mashina.kg/tachka/images//1/7/f/17f704208220317ddebfce5e1691429c_240x180.jpg
Mercedes-Benz E-класс,$ 4 260,"1993 г., 2.2 л., механика, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//1/7/f/17f704208220317ddebfce5e1691429c_240x180.jpg
Audi 100,$ 2 556,"1988 г., 2.4 л., механика, седан, бензин, руль слева, 270 000 км",https://im.mashina.kg/tachka/images//f/f/f/ffff1a00df3f15d2ac94c831dbf43bc0_240x180.jpg
Honda Fit,$ 7 304,"2003 г., 1.3 л., вариатор, хэтчбек 5 дв., бензин, руль справа, 200 000 км",https://im.mashina.kg/tachka/images//f/8/f/f8f7cb1c1a97ab245db7e4fafeb7e78d_240x180.jpg
Mercedes-Benz W124,$ 3 043,"1990 г., 2 л., механика, седан, бензин, руль слева",https://im.mashina.kg/tachka/images//2/c/7/2c7a1d5fabc2ecb9a1482678ed32f86a_240x180.jpg
ВАЗ (Lada) 2121 (4x4) Нива,$ 10 500,"2020 г., 1.7 л., механика, внедорожник 3 дв., бензин, руль слева, 6 000 км",https://im.mashina.kg/tachka/images//9/8/9/98958d1f155e7a8b965e23b2749ca8c4_240x180.jpg
Suzuki Liana,$ 4 000,"2003 г., 1.6 л., механика, универсал, бензин, руль слева, 160 000 км",https://im.mashina.kg/tachka/images//1/7/f/17f704208220317ddebfce5e1691429c_240x180.jpg
BMW 5 Серия,$ 2 374,"1990 г., 2.5 л., механика, седан, бензин, руль слева, 253 000 км",https://im.mashina.kg/tachka/images//b/2/6/b269e77769e321557ef9025b0cade256_240x180.jpg
ВАЗ (Lada) Priora,$ 2 800,"2008 г., 1.6 л., механика, седан, бензин, руль слева, 180 000 км",https://im.mashina.kg/tachka/images//b/1/7/b178cf0052ca5fc1d623338ca9e5a2c9_240x180.jpg
